Team,Statistic,Value
Algeria,Goalkeeping - Goals Conceded,7.0
Argentina,Goalkeeping - Goals Conceded,1.0
Australia,Goalkeeping - Goals Conceded,2.0
Austria,Goalkeeping - Goals Conceded,6.0
Belgium,Goalkeeping - Goals Conceded,2.0
Bosnia and Herzegovina,Goalkeeping - Goals Conceded,6.0
Brazil,Goalkeeping - Goals Conceded,2.0
Cabo Verde,Goalkeeping - Goals Conceded,2.0
Canada,Goalkeeping - Goals Conceded,3.0
Colombia,Goalkeeping - Goals Conceded,1.0
Congo DR,Goalkeeping - Goals Conceded,3.0
Croatia,Goalkeeping - Goals Conceded,5.0
Curaçao,Goalkeeping - Goals Conceded,9.0
Czechia,Goalkeeping - Goals Conceded,6.0
Côte d'Ivoire,Goalkeeping - Goals Conceded,4.0
Ecuador,Goalkeeping - Goals Conceded,2.0
Egypt,Goalkeeping - Goals Conceded,3.0
England,Goalkeeping - Goals Conceded,2.0
France,Goalkeeping - Goals Conceded,2.0
Germany,Goalkeeping - Goals Conceded,5.0
Ghana,Goalkeeping - Goals Conceded,2.0
Haiti,Goalkeeping - Goals Conceded,8.0
IR Iran,Goalkeeping - Goals Conceded,3.0
Iraq,Goalkeeping - Goals Conceded,12.0
Japan,Goalkeeping - Goals Conceded,5.0
Jordan,Goalkeeping - Goals Conceded,8.0
Korea Republic,Goalkeeping - Goals Conceded,3.0
Mexico,Goalkeeping - Goals Conceded,0.0
Morocco,Goalkeeping - Goals Conceded,4.0
Netherlands,Goalkeeping - Goals Conceded,5.0
New Zealand,Goalkeeping - Goals Conceded,10.0
Norway,Goalkeeping - Goals Conceded,8.0
Panama,Goalkeeping - Goals Conceded,4.0
Paraguay,Goalkeeping - Goals Conceded,5.0
Portugal,Goalkeeping - Goals Conceded,1.0
Qatar,Goalkeeping - Goals Conceded,10.0
Saudi Arabia,Goalkeeping - Goals Conceded,5.0
Scotland,Goalkeeping - Goals Conceded,4.0
Senegal,Goalkeeping - Goals Conceded,6.0
South Africa,Goalkeeping - Goals Conceded,4.0
Spain,Goalkeeping - Goals Conceded,0.0
Sweden,Goalkeeping - Goals Conceded,10.0
Switzerland,Goalkeeping - Goals Conceded,3.0
Tunisia,Goalkeeping - Goals Conceded,12.0
Türkiye,Goalkeeping - Goals Conceded,5.0
USA,Goalkeeping - Goals Conceded,4.0
Uruguay,Goalkeeping - Goals Conceded,4.0
Uzbekistan,Goalkeeping - Goals Conceded,11.0
Algeria,Goalkeeping - Clean Sheets,0.0
Argentina,Goalkeeping - Clean Sheets,2.0
Australia,Goalkeeping - Clean Sheets,2.0
Austria,Goalkeeping - Clean Sheets,0.0
Belgium,Goalkeeping - Clean Sheets,1.0
Bosnia and Herzegovina,Goalkeeping - Clean Sheets,0.0
Brazil,Goalkeeping - Clean Sheets,2.0
Cabo Verde,Goalkeeping - Clean Sheets,2.0
Canada,Goalkeeping - Clean Sheets,2.0
Colombia,Goalkeeping - Clean Sheets,2.0
Congo DR,Goalkeeping - Clean Sheets,0.0
Croatia,Goalkeeping - Clean Sheets,1.0
Curaçao,Goalkeeping - Clean Sheets,1.0
Czechia,Goalkeeping - Clean Sheets,0.0
Côte d'Ivoire,Goalkeeping - Clean Sheets,2.0
Ecuador,Goalkeeping - Clean Sheets,1.0
Egypt,Goalkeeping - Clean Sheets,0.0
England,Goalkeeping - Clean Sheets,2.0
France,Goalkeeping - Clean Sheets,2.0
Germany,Goalkeeping - Clean Sheets,0.0
Ghana,Goalkeeping - Clean Sheets,2.0
Haiti,Goalkeeping - Clean Sheets,0.0
IR Iran,Goalkeeping - Clean Sheets,1.0
Iraq,Goalkeeping - Clean Sheets,0.0
Japan,Goalkeeping - Clean Sheets,1.0
Jordan,Goalkeeping - Clean Sheets,0.0
Korea Republic,Goalkeeping - Clean Sheets,0.0
Mexico,Goalkeeping - Clean Sheets,3.0
Morocco,Goalkeeping - Clean Sheets,1.0
Netherlands,Goalkeeping - Clean Sheets,0.0
New Zealand,Goalkeeping - Clean Sheets,0.0
Norway,Goalkeeping - Clean Sheets,0.0
Panama,Goalkeeping - Clean Sheets,0.0
Paraguay,Goalkeeping - Clean Sheets,2.0
Portugal,Goalkeeping - Clean Sheets,2.0
Qatar,Goalkeeping - Clean Sheets,0.0
Saudi Arabia,Goalkeeping - Clean Sheets,1.0
Scotland,Goalkeeping - Clean Sheets,1.0
Senegal,Goalkeeping - Clean Sheets,1.0
South Africa,Goalkeeping - Clean Sheets,1.0
Spain,Goalkeeping - Clean Sheets,3.0
Sweden,Goalkeeping - Clean Sheets,0.0
Switzerland,Goalkeeping - Clean Sheets,0.0
Tunisia,Goalkeeping - Clean Sheets,0.0
Türkiye,Goalkeeping - Clean Sheets,0.0
USA,Goalkeeping - Clean Sheets,1.0
Uruguay,Goalkeeping - Clean Sheets,0.0
Uzbekistan,Goalkeeping - Clean Sheets,0.0
Algeria,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,36.0
Argentina,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,31.0
Australia,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,65.0
Austria,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,49.0
Belgium,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,52.0
Bosnia and Herzegovina,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,71.0
Brazil,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,54.0
Cabo Verde,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,96.0
Canada,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,43.0
Colombia,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,37.0
Congo DR,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,55.0
Croatia,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,59.0
Curaçao,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,81.0
Czechia,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,60.0
Côte d'Ivoire,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,84.0
Ecuador,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,51.0
Egypt,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,64.0
England,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,45.0
France,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,42.0
Germany,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,61.0
Ghana,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,64.0
Haiti,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,56.0
IR Iran,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,75.0
Iraq,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,94.0
Japan,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,78.0
Jordan,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,70.0
Korea Republic,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,42.0
Mexico,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,38.0
Morocco,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,59.0
Netherlands,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,57.0
New Zealand,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,97.0
Norway,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,85.0
Panama,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,48.0
Paraguay,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,116.0
Portugal,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,63.0
Qatar,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,124.0
Saudi Arabia,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,86.0
Scotland,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,75.0
Senegal,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,53.0
South Africa,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,72.0
Spain,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,43.0
Sweden,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,76.0
Switzerland,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,38.0
Tunisia,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,77.0
Türkiye,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,55.0
USA,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,38.0
Uruguay,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,48.0
Uzbekistan,Goalkeeping - Goalkeeper Actions Inside the Penalty Area,82.0
Algeria,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,33.0
Argentina,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,26.0
Australia,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,56.0
Austria,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,44.0
Belgium,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,42.0
Bosnia and Herzegovina,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,55.0
Brazil,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,47.0
Cabo Verde,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,71.0
Canada,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,34.0
Colombia,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,36.0
Congo DR,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,45.0
Croatia,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,48.0
Curaçao,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,72.0
Czechia,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,52.0
Côte d'Ivoire,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,68.0
Ecuador,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,47.0
Egypt,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,56.0
England,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,35.0
France,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,36.0
Germany,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,45.0
Ghana,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,55.0
Haiti,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,48.0
IR Iran,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,65.0
Iraq,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,81.0
Japan,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,64.0
Jordan,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,56.0
Korea Republic,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,34.0
Mexico,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,31.0
Morocco,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,49.0
Netherlands,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,54.0
New Zealand,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,88.0
Norway,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,75.0
Panama,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,42.0
Paraguay,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,103.0
Portugal,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,54.0
Qatar,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,103.0
Saudi Arabia,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,78.0
Scotland,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,64.0
Senegal,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,40.0
South Africa,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,59.0
Spain,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,31.0
Sweden,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,66.0
Switzerland,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,34.0
Tunisia,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,64.0
Türkiye,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,46.0
USA,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,32.0
Uruguay,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,39.0
Uzbekistan,Goalkeeping - Goalkeeper Actions Outside the Penalty Area,65.0
Algeria,Goalkeeping - Goalkeeper Save Percentage (%),1.0
Argentina,Goalkeeping - Goalkeeper Save Percentage (%),100.0
Australia,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Austria,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Belgium,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Bosnia and Herzegovina,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Brazil,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Cabo Verde,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Canada,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Colombia,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Congo DR,Goalkeeping - Goalkeeper Save Percentage (%),89.0
Croatia,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Curaçao,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Czechia,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Côte d'Ivoire,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Ecuador,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Egypt,Goalkeeping - Goalkeeper Save Percentage (%),2.0
England,Goalkeeping - Goalkeeper Save Percentage (%),2.0
France,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Germany,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Ghana,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Haiti,Goalkeeping - Goalkeeper Save Percentage (%),2.0
IR Iran,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Iraq,Goalkeeping - Goalkeeper Save Percentage (%),1.0
Japan,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Jordan,Goalkeeping - Goalkeeper Save Percentage (%),1.0
Korea Republic,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Mexico,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Morocco,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Netherlands,Goalkeeping - Goalkeeper Save Percentage (%),3.0
New Zealand,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Norway,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Panama,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Paraguay,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Portugal,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Qatar,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Saudi Arabia,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Scotland,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Senegal,Goalkeeping - Goalkeeper Save Percentage (%),2.0
South Africa,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Spain,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Sweden,Goalkeeping - Goalkeeper Save Percentage (%),2.0
Switzerland,Goalkeeping - Goalkeeper Save Percentage (%),3.0
Tunisia,Goalkeeping - Goalkeeper Save Percentage (%),1.0
Türkiye,Goalkeeping - Goalkeeper Save Percentage (%),2.0
USA,Goalkeeping - Goalkeeper Save Percentage (%),100.0
Uruguay,Goalkeeping - Goalkeeper Save Percentage (%),1.0
Uzbekistan,Goalkeeping - Goalkeeper Save Percentage (%),100.0
Algeria,Goalkeeping - Goalkeeper Saves,6.0
Argentina,Goalkeeping - Goalkeeper Saves,1.0
Australia,Goalkeeping - Goalkeeper Saves,11.0
Austria,Goalkeeping - Goalkeeper Saves,8.0
Belgium,Goalkeeping - Goalkeeper Saves,8.0
Bosnia and Herzegovina,Goalkeeping - Goalkeeper Saves,8.0
Brazil,Goalkeeping - Goalkeeper Saves,12.0
Cabo Verde,Goalkeeping - Goalkeeper Saves,10.0
Canada,Goalkeeping - Goalkeeper Saves,6.0
Colombia,Goalkeeping - Goalkeeper Saves,5.0
Congo DR,Goalkeeping - Goalkeeper Saves,10.0
Croatia,Goalkeeping - Goalkeeper Saves,11.0
Curaçao,Goalkeeping - Goalkeeper Saves,21.0
Czechia,Goalkeeping - Goalkeeper Saves,11.0
Côte d'Ivoire,Goalkeeping - Goalkeeper Saves,11.0
Ecuador,Goalkeeping - Goalkeeper Saves,11.0
Egypt,Goalkeeping - Goalkeeper Saves,9.0
England,Goalkeeping - Goalkeeper Saves,5.0
France,Goalkeeping - Goalkeeper Saves,9.0
Germany,Goalkeeping - Goalkeeper Saves,7.0
Ghana,Goalkeeping - Goalkeeper Saves,9.0
Haiti,Goalkeeping - Goalkeeper Saves,13.0
IR Iran,Goalkeeping - Goalkeeper Saves,15.0
Iraq,Goalkeeping - Goalkeeper Saves,10.0
Japan,Goalkeeping - Goalkeeper Saves,17.0
Jordan,Goalkeeping - Goalkeeper Saves,8.0
Korea Republic,Goalkeeping - Goalkeeper Saves,11.0
Mexico,Goalkeeping - Goalkeeper Saves,5.0
Morocco,Goalkeeping - Goalkeeper Saves,9.0
Netherlands,Goalkeeping - Goalkeeper Saves,17.0
New Zealand,Goalkeeping - Goalkeeper Saves,11.0
Norway,Goalkeeping - Goalkeeper Saves,12.0
Panama,Goalkeeping - Goalkeeper Saves,9.0
Paraguay,Goalkeeping - Goalkeeper Saves,24.0
Portugal,Goalkeeping - Goalkeeper Saves,9.0
Qatar,Goalkeeping - Goalkeeper Saves,16.0
Saudi Arabia,Goalkeeping - Goalkeeper Saves,17.0
Scotland,Goalkeeping - Goalkeeper Saves,9.0
Senegal,Goalkeeping - Goalkeeper Saves,9.0
South Africa,Goalkeeping - Goalkeeper Saves,14.0
Spain,Goalkeeping - Goalkeeper Saves,6.0
Sweden,Goalkeeping - Goalkeeper Saves,16.0
Switzerland,Goalkeeping - Goalkeeper Saves,11.0
Tunisia,Goalkeeping - Goalkeeper Saves,7.0
Türkiye,Goalkeeping - Goalkeeper Saves,8.0
USA,Goalkeeping - Goalkeeper Saves,3.0
Uruguay,Goalkeeping - Goalkeeper Saves,4.0
Uzbekistan,Goalkeeping - Goalkeeper Saves,6.0
Algeria,Movement - Rank,15.0
Argentina,Movement - Rank,13.0
Australia,Movement - Rank,45.0
Austria,Movement - Rank,31.0
Belgium,Movement - Rank,10.0
Bosnia and Herzegovina,Movement - Rank,43.0
Brazil,Movement - Rank,2.0
Cabo Verde,Movement - Rank,36.0
Canada,Movement - Rank,12.0
Colombia,Movement - Rank,11.0
Congo DR,Movement - Rank,34.0
Croatia,Movement - Rank,33.0
Curaçao,Movement - Rank,47.0
Czechia,Movement - Rank,41.0
Côte d'Ivoire,Movement - Rank,22.0
Ecuador,Movement - Rank,25.0
Egypt,Movement - Rank,23.0
England,Movement - Rank,7.0
France,Movement - Rank,6.0
Germany,Movement - Rank,3.0
Ghana,Movement - Rank,48.0
Haiti,Movement - Rank,37.0
IR Iran,Movement - Rank,39.0
Iraq,Movement - Rank,32.0
Japan,Movement - Rank,5.0
Jordan,Movement - Rank,40.0
Korea Republic,Movement - Rank,19.0
Mexico,Movement - Rank,9.0
Morocco,Movement - Rank,1.0
Netherlands,Movement - Rank,20.0
New Zealand,Movement - Rank,28.0
Norway,Movement - Rank,8.0
Panama,Movement - Rank,35.0
Paraguay,Movement - Rank,44.0
Portugal,Movement - Rank,17.0
Qatar,Movement - Rank,46.0
Saudi Arabia,Movement - Rank,42.0
Scotland,Movement - Rank,29.0
Senegal,Movement - Rank,24.0
South Africa,Movement - Rank,16.0
Spain,Movement - Rank,4.0
Sweden,Movement - Rank,25.0
Switzerland,Movement - Rank,27.0
Tunisia,Movement - Rank,30.0
Türkiye,Movement - Rank,14.0
USA,Movement - Rank,18.0
Uruguay,Movement - Rank,21.0
Uzbekistan,Movement - Rank,38.0
Algeria,Movement - Offers In Behind,340.0
Argentina,Movement - Offers In Behind,260.0
Australia,Movement - Offers In Behind,155.0
Austria,Movement - Offers In Behind,267.0
Belgium,Movement - Offers In Behind,461.0
Bosnia and Herzegovina,Movement - Offers In Behind,192.0
Brazil,Movement - Offers In Behind,413.0
Cabo Verde,Movement - Offers In Behind,223.0
Canada,Movement - Offers In Behind,458.0
Colombia,Movement - Offers In Behind,368.0
Congo DR,Movement - Offers In Behind,268.0
Croatia,Movement - Offers In Behind,300.0
Curaçao,Movement - Offers In Behind,189.0
Czechia,Movement - Offers In Behind,232.0
Côte d'Ivoire,Movement - Offers In Behind,326.0
Ecuador,Movement - Offers In Behind,246.0
Egypt,Movement - Offers In Behind,270.0
England,Movement - Offers In Behind,357.0
France,Movement - Offers In Behind,413.0
Germany,Movement - Offers In Behind,440.0
Ghana,Movement - Offers In Behind,215.0
Haiti,Movement - Offers In Behind,252.0
IR Iran,Movement - Offers In Behind,227.0
Iraq,Movement - Offers In Behind,300.0
Japan,Movement - Offers In Behind,392.0
Jordan,Movement - Offers In Behind,210.0
Korea Republic,Movement - Offers In Behind,267.0
Mexico,Movement - Offers In Behind,321.0
Morocco,Movement - Offers In Behind,528.0
Netherlands,Movement - Offers In Behind,409.0
New Zealand,Movement - Offers In Behind,263.0
Norway,Movement - Offers In Behind,296.0
Panama,Movement - Offers In Behind,239.0
Paraguay,Movement - Offers In Behind,164.0
Portugal,Movement - Offers In Behind,382.0
Qatar,Movement - Offers In Behind,169.0
Saudi Arabia,Movement - Offers In Behind,207.0
Scotland,Movement - Offers In Behind,231.0
Senegal,Movement - Offers In Behind,343.0
South Africa,Movement - Offers In Behind,359.0
Spain,Movement - Offers In Behind,469.0
Sweden,Movement - Offers In Behind,285.0
Switzerland,Movement - Offers In Behind,337.0
Tunisia,Movement - Offers In Behind,287.0
Türkiye,Movement - Offers In Behind,409.0
USA,Movement - Offers In Behind,337.0
Uruguay,Movement - Offers In Behind,436.0
Uzbekistan,Movement - Offers In Behind,197.0
Algeria,Movement - Offers In Between,496.0
Argentina,Movement - Offers In Between,542.0
Australia,Movement - Offers In Between,298.0
Austria,Movement - Offers In Between,371.0
Belgium,Movement - Offers In Between,452.0
Bosnia and Herzegovina,Movement - Offers In Between,275.0
Brazil,Movement - Offers In Between,637.0
Cabo Verde,Movement - Offers In Between,379.0
Canada,Movement - Offers In Between,442.0
Colombia,Movement - Offers In Between,520.0
Congo DR,Movement - Offers In Between,415.0
Croatia,Movement - Offers In Between,317.0
Curaçao,Movement - Offers In Between,289.0
Czechia,Movement - Offers In Between,305.0
Côte d'Ivoire,Movement - Offers In Between,480.0
Ecuador,Movement - Offers In Between,435.0
Egypt,Movement - Offers In Between,387.0
England,Movement - Offers In Between,452.0
France,Movement - Offers In Between,449.0
Germany,Movement - Offers In Between,631.0
Ghana,Movement - Offers In Between,164.0
Haiti,Movement - Offers In Between,350.0
IR Iran,Movement - Offers In Between,264.0
Iraq,Movement - Offers In Between,391.0
Japan,Movement - Offers In Between,576.0
Jordan,Movement - Offers In Between,323.0
Korea Republic,Movement - Offers In Between,427.0
Mexico,Movement - Offers In Between,570.0
Morocco,Movement - Offers In Between,628.0
Netherlands,Movement - Offers In Between,376.0
New Zealand,Movement - Offers In Between,471.0
Norway,Movement - Offers In Between,619.0
Panama,Movement - Offers In Between,366.0
Paraguay,Movement - Offers In Between,264.0
Portugal,Movement - Offers In Between,478.0
Qatar,Movement - Offers In Between,285.0
Saudi Arabia,Movement - Offers In Between,276.0
Scotland,Movement - Offers In Between,400.0
Senegal,Movement - Offers In Between,370.0
South Africa,Movement - Offers In Between,458.0
Spain,Movement - Offers In Between,498.0
Sweden,Movement - Offers In Between,427.0
Switzerland,Movement - Offers In Between,407.0
Tunisia,Movement - Offers In Between,448.0
Türkiye,Movement - Offers In Between,428.0
USA,Movement - Offers In Between,474.0
Uruguay,Movement - Offers In Between,399.0
Uzbekistan,Movement - Offers In Between,382.0
Algeria,Movement - Offers In Front,396.0
Argentina,Movement - Offers In Front,483.0
Australia,Movement - Offers In Front,205.0
Austria,Movement - Offers In Front,337.0
Belgium,Movement - Offers In Front,402.0
Bosnia and Herzegovina,Movement - Offers In Front,233.0
Brazil,Movement - Offers In Front,605.0
Cabo Verde,Movement - Offers In Front,264.0
Canada,Movement - Offers In Front,397.0
Colombia,Movement - Offers In Front,420.0
Congo DR,Movement - Offers In Front,242.0
Croatia,Movement - Offers In Front,321.0
Curaçao,Movement - Offers In Front,143.0
Czechia,Movement - Offers In Front,203.0
Côte d'Ivoire,Movement - Offers In Front,306.0
Ecuador,Movement - Offers In Front,384.0
Egypt,Movement - Offers In Front,438.0
England,Movement - Offers In Front,560.0
France,Movement - Offers In Front,558.0
Germany,Movement - Offers In Front,520.0
Ghana,Movement - Offers In Front,198.0
Haiti,Movement - Offers In Front,232.0
IR Iran,Movement - Offers In Front,270.0
Iraq,Movement - Offers In Front,264.0
Japan,Movement - Offers In Front,511.0
Jordan,Movement - Offers In Front,208.0
Korea Republic,Movement - Offers In Front,507.0
Mexico,Movement - Offers In Front,433.0
Morocco,Movement - Offers In Front,684.0
Netherlands,Movement - Offers In Front,410.0
New Zealand,Movement - Offers In Front,328.0
Norway,Movement - Offers In Front,421.0
Panama,Movement - Offers In Front,284.0
Paraguay,Movement - Offers In Front,237.0
Portugal,Movement - Offers In Front,350.0
Qatar,Movement - Offers In Front,189.0
Saudi Arabia,Movement - Offers In Front,224.0
Scotland,Movement - Offers In Front,409.0
Senegal,Movement - Offers In Front,353.0
South Africa,Movement - Offers In Front,395.0
Spain,Movement - Offers In Front,620.0
Sweden,Movement - Offers In Front,353.0
Switzerland,Movement - Offers In Front,319.0
Tunisia,Movement - Offers In Front,265.0
Türkiye,Movement - Offers In Front,438.0
USA,Movement - Offers In Front,396.0
Uruguay,Movement - Offers In Front,347.0
Uzbekistan,Movement - Offers In Front,222.0
Algeria,Movement - Offers Inside Team Shape,687.0
Argentina,Movement - Offers Inside Team Shape,705.0
Australia,Movement - Offers Inside Team Shape,349.0
Austria,Movement - Offers Inside Team Shape,549.0
Belgium,Movement - Offers Inside Team Shape,742.0
Bosnia and Herzegovina,Movement - Offers Inside Team Shape,372.0
Brazil,Movement - Offers Inside Team Shape,951.0
Cabo Verde,Movement - Offers Inside Team Shape,449.0
Canada,Movement - Offers Inside Team Shape,631.0
Colombia,Movement - Offers Inside Team Shape,615.0
Congo DR,Movement - Offers Inside Team Shape,538.0
Croatia,Movement - Offers Inside Team Shape,519.0
Curaçao,Movement - Offers Inside Team Shape,346.0
Czechia,Movement - Offers Inside Team Shape,371.0
Côte d'Ivoire,Movement - Offers Inside Team Shape,589.0
Ecuador,Movement - Offers Inside Team Shape,582.0
Egypt,Movement - Offers Inside Team Shape,537.0
England,Movement - Offers Inside Team Shape,787.0
France,Movement - Offers Inside Team Shape,810.0
Germany,Movement - Offers Inside Team Shape,849.0
Ghana,Movement - Offers Inside Team Shape,310.0
Haiti,Movement - Offers Inside Team Shape,429.0
IR Iran,Movement - Offers Inside Team Shape,356.0
Iraq,Movement - Offers Inside Team Shape,548.0
Japan,Movement - Offers Inside Team Shape,872.0
Jordan,Movement - Offers Inside Team Shape,351.0
Korea Republic,Movement - Offers Inside Team Shape,657.0
Mexico,Movement - Offers Inside Team Shape,699.0
Morocco,Movement - Offers Inside Team Shape,1041.0
Netherlands,Movement - Offers Inside Team Shape,713.0
New Zealand,Movement - Offers Inside Team Shape,559.0
Norway,Movement - Offers Inside Team Shape,710.0
Panama,Movement - Offers Inside Team Shape,418.0
Paraguay,Movement - Offers Inside Team Shape,327.0
Portugal,Movement - Offers Inside Team Shape,677.0
Qatar,Movement - Offers Inside Team Shape,347.0
Saudi Arabia,Movement - Offers Inside Team Shape,386.0
Scotland,Movement - Offers Inside Team Shape,558.0
Senegal,Movement - Offers Inside Team Shape,628.0
South Africa,Movement - Offers Inside Team Shape,669.0
Spain,Movement - Offers Inside Team Shape,938.0
